address,city,state,zip,longitude,latitude,country,establishment
4914 W. Owen K Garriott Rd,"
Enid",OK,73703,-97.938471,36.391411,United States,La Quinta
110 South Sonoma Trail,"
Ennis",TX,75119,-96.614224,32.336097,United States,La Quinta
7820 Perry Hwy,"
Erie",PA,16509,-80.041027,42.070789,United States,La Quinta
155 Day Island Rd,"
Eugene",OR,97401,-123.080698,44.05829,United States,La Quinta
8015 East Division St,"
Evansville",IN,47715,-87.454931,37.978519,United States,La Quinta
12619 4th Ave West,"
Everett",WA,98204,-122.23404,47.88329,United States,La Quinta
4920 Dale Rd,"
Fairbanks",AK,99709,-147.865998,64.824256,United States,La Quinta
2540 University Blvd.,"
Fairborn",OH,45324,-84.064157,39.774836,United States,La Quinta
316 Pittman Road,"
Fairfield",CA,94534,-122.127576,38.219468,United States,La Quinta
38 Two Bridges Rd,"
Fairfield",NJ,07004,-74.2733,40.89288,United States,La Quinta
1010 West Commerce St,"
Fairfield",TX,75840,-96.177374,31.726433,United States,La Quinta
4317 Rockaway Beach Blvd.,"
Far Rockaway",NY,11692,-73.775194,40.593548,United States,La Quinta
2355 46th St South,"
Fargo",ND,58104,-96.863968,46.842647,United States,La Quinta
675 Scott Ave,"
Farmington",NM,87401,-108.191533,36.729928,United States,La Quinta
720 E. Millsap Rd,"
Fayetteville",AR,72703,-94.147177,36.115165,United States,La Quinta
1001 Veterans Blvd,"
Festus",MO,63028,-90.403732,38.214334,United States,La Quinta
"2015 South Beulah
Blvd","
Flagstaff",AZ,86001,-111.663615,35.180382,United States,La Quinta
2123 West Lucas Street,"
Florence",SC,29501,-79.804776,34.234608,United States,La Quinta
1910 10th Street,"
Floresville",TX,78114,-98.145322,29.134948,United States,La Quinta
400 Russell Parkway,"
Forsyth",GA,31029,-83.940985,33.044017,United States,La Quinta
3709 East Mulberry St,"
Fort Collins",CO,80524,-105.008447,40.580898,United States,La Quinta
5070 North State Rd 7,"
Fort Lauderdale",FL,33319,-80.202869,26.188224,United States,La Quinta
9521 Market Pl Rd,"
Fort Myers",FL,33912,-81.79743,26.54926,United States,La Quinta
4850 South Cleveland Ave,"
Fort Myers",FL,33907,-81.8722,26.59,United States,La Quinta
6700 Boston St,"
Fort Smith",AR,72903,-94.359042,35.354308,United States,La Quinta
1537 North Hwy 285,"
Fort Stockton",TX,79735,-102.908379,30.898494,United States,La Quinta
3 Miracle Strip Pkwy SW,"
Fort Walton Beach",FL,32548,-86.613645,30.404151,United States,La Quinta
8250 Anderson Blvd,"
Fort Worth",TX,76120,-97.174065,32.761208,United States,La Quinta
5800 Quebec St,"
Fort Worth",TX,76135,-97.424719,32.802729,United States,La Quinta
653 N.E. Loop 820,"
Hurst",TX,76053,-97.207912,32.82124,United States,La Quinta
4700 North Fwy,"
Fort Worth",TX,76137,-97.31149,32.826286,United States,La Quinta
4900 Bryant Irvin Rd,"
Fort Worth",TX,76132,-97.416347,32.678391,United States,La Quinta
7310 Calmont Avenue,"
Fort Worth",TX,76116,-97.442961,32.734523,United States,La Quinta
190 N. 10th Street,"
Fowler",CA,93625,-119.683948,36.627923,United States,La Quinta
2150 W Holiday Rd,"
Frankfort",IN,46041,-86.545326,40.277811,United States,La Quinta
1465 East Main St,"
Fredericksburg",TX,78624,-98.849192,30.253999,United States,La Quinta
46200 Landing Pkwy,"
Fremont",CA,94538,-121.944883,37.488862,United States,La Quinta
5077 North Cornelia Ave,"
Fresno",CA,93722,-119.880572,36.809946,United States,La Quinta
330 East Fir Ave,"
Fresno",CA,93720,-119.7833294999,36.8394719,United States,La Quinta
2926 Tulare,"
Fresno",CA,93721,-119.780076,36.740459,United States,La Quinta
570 Raptor Rd,"
Fruita",CO,81521,-108.739489,39.153285,United States,La Quinta
2620 North 26th Ave,"
Hollywood",FL,33020,-80.160383,26.036387,United States,La Quinta
999 West Cypress Creek Rd,"
Fort Lauderdale",FL,33309,-80.157355,26.203442,United States,La Quinta
5727 North Federal Hwy,"
Fort Lauderdale",FL,33308,-80.11096,26.19822,United States,La Quinta
8101 Peters Rd,"
Plantation",FL,33324,-80.255596,26.106215,United States,La Quinta
3800 West Commercial Blvd,"
Fort Lauderdale",FL,33309,-80.200029,26.186181,United States,La Quinta
20091 Summerlin Rd,"
Fort Myers",FL,33908,-81.968744,26.493299,United States,La Quinta
2655 Crossroads Pkwy,"
Fort Pierce",FL,34945,-80.396533,27.417443,United States,La Quinta
2902 East Dupont Rd,"
Fort Wayne",IN,46825,-85.105537,41.178818,United States,La Quinta
3346 Forest Hill Circle,"
Ft. Worth",TX,76140,-97.27201,32.659996,United States,La Quinta
1207 Boots Blvd,"
Fultondale",AL,35068,-86.800624,33.611033,United States,La Quinta
920 Northwest 69th Terrace,"
Gainesville",FL,32605,-82.416679,29.661696,United States,La Quinta
4201 North I-35,"
Gainesville",TX,76240,-97.15279,33.6741,United States,La Quinta
3880 East Hwy 66,"
Gallup",NM,87301,-108.665584,35.531371,United States,La Quinta
1402 Seawall Blvd,"
Galveston",TX,77550,-94.77983,29.296808,United States,La Quinta
821 Stewart Ave,"
Garden City",NY,11530,-73.603514,40.733909,United States,La Quinta
375 E. I-30,"
Garland",TX,75043,-96.573204,32.849749,United States,La Quinta
450 E Boxelder Rd,"
Gillette",WY,82718,-105.498311,44.27636,United States,La Quinta
101 West BO Gibbs Blvd,"
Glen Rose",TX,76043,-97.757828,32.238341,United States,La Quinta
1717 N Merrill Avenue,"
Glendive",MT,59330,-104.69671,47.12243,United States,La Quinta
1631 Water Street,"
Gonzales",TX,78629,-97.462424,29.51254,United States,La Quinta
2816 S. Cabelas,"
Gonzales",LA,70737,-90.950388,30.207711,United States,La Quinta
120 South Cartwright Court,"
Goodlettsville",TN,37072,-86.705931,36.322419,United States,La Quinta
880 Harbor Lakes Dr,"
Granbury",TX,76048,-97.765955,32.435192,United States,La Quinta
4051 Garden View Drive,"
Grand Forks",ND,58201,-97.086338,47.912884,United States,La Quinta
2761 Crossroads Blvd,"
Grand Junction",CO,81506,-108.541096,39.114512,United States,La Quinta
243 Northeast Morgan Ln,"
Grants Pass",OR,97526,-123.319409,42.461893,United States,La Quinta
600 River Dr South,"
Great Falls",MT,59405,-111.307029,47.499039,United States,La Quinta
1201 Lanada Rd,"
Greensboro",NC,27407,-79.893456,36.053709,United States,La Quinta
65 West Orchard Park Dr,"
Greenville",SC,29615,-82.3380069,34.8582288,United States,La Quinta
1281 South Park Dr.,"
Greenwood",IN,46143,-86.075996,39.615588,United States,La Quinta
3962 Jackpot Rd,"
Grove City",OH,43123,-83.045397,39.881083,United States,La Quinta
210 Heritage Pkwy,"
Gun Barrel City",TX,75156,-96.141529,32.333514,United States,La Quinta
406 Heather Road,"
Guthrie",OK,73044,-97.395373,35.881398,United States,La Quinta
42126 Veterans Avenue,"
Hammond",LA,70403,-90.455997,30.468844,United States,La Quinta
990 Eisenhower Blvd,"
Harrisburg",PA,17111,-76.804667,40.238827,United States,La Quinta
265 N. Hershey Road,"
Harrisburg",PA,17112,-76.713731,40.351908,United States,La Quinta
64 Ella Grasso Turnpike,"
Windsor Locks",CT,06096,-72.672796,41.919471,United States,La Quinta
109 Lundy Lane,"
Hattiesburg",MS,39401,-89.349724,31.327722,United States,La Quinta
701 Washington Street,"
Helena",MT,59601,-112.003261,46.591605,United States,La Quinta
9041 Brighton Road,"
Henderson",CO,80640,-104.91057,39.861104,United States,La Quinta
12000 Mariposa Rd,"
Hesperia",CA,92345,-117.346028,34.468909,United States,La Quinta
1607 Fairgrove Church Rd,"
Conover",NC,28613,-81.261841,35.700266,United States,La Quinta
1513 Old Brandon Rd,"
Hillsboro",TX,76645,-97.098284,32.017628,United States,La Quinta
1740 E. Oglethorpe Hwy,"
Hinesville",GA,31313,-81.567189,31.858523,United States,La Quinta
3312 North Lovington Hwy,"
Hobbs",NM,88240,-103.157503,32.736833,United States,La Quinta
291 Financial Dr,"
Hollister",MO,65672,-93.232148,36.60644,United States,La Quinta
345 Griffin Bell Dr.,"
Hopkinsville",KY,42240,-87.4758,36.824742,United States,La Quinta
721 Southwest Dr,"
Horn Lake",MS,38637,-90.002269,34.961608,United States,La Quinta
4253 Central Avenue,"
Hot Springs",AR,71913,-93.07142,34.45217,United States,La Quinta
189 Synergy Center Blvd,"
Houma",LA,70360,-90.76027,29.6295,United States,La Quinta
5215 I-10 East,"
Baytown",TX,77521,-94.97842,29.805595,United States,La Quinta
15510 John F. Kennedy Blvd,"
Houston",TX,77032,-95.331143,29.942766,United States,La Quinta
18201 Kenswick Dr,"
Humble",TX,77338,-95.295983,29.984473,United States,La Quinta
5520 East Sam Houston Pkwy North,"
Houston",TX,77015,-95.162637,29.800763,United States,La Quinta
4424 Westway Park Blvd,"
Houston",TX,77041,-95.559334,29.833162,United States,La Quinta
13290 FM 1960 West,"
Houston",TX,77065,-95.618152,29.91685,United States,La Quinta
930 Normandy St,"
Houston",TX,77015,-95.206672,29.773072,United States,La Quinta
2451 Shadow View Lane,"
Houston",TX,77077,-95.600832,29.737882,United States,La Quinta
1625 West Loop South,"
Houston",TX,77027,-95.455077,29.750909,United States,La Quinta
4015 Southwest Fwy,"
Houston",TX,77027,-95.442798,29.728421,United States,La Quinta
8776 Airport Blvd,"
Houston",TX,77061,-95.262145,29.653988,United States,La Quinta
415 FM 1960,"
Houston",TX,77073,-95.42332,30.02397,United States,La Quinta
1105 Hwy 146 South,"
La Porte",TX,77571,-95.029341,29.652135,United States,La Quinta
3636 NASA Rd 1,"
Seabrook",TX,77586,-95.04571,29.564498,United States,La Quinta
24868 I-45 North,"
Spring",TX,77386,-95.440443,30.12399,United States,La Quinta
11130 Northwest Fwy,"
Houston",TX,77092,-95.465559,29.818348,United States,La Quinta
9034 West Sam Houston Pkwy N,"
Houston",TX,77064,-95.550816,29.903976,United States,La Quinta
6790 Southwest Fwy,"
Houston",TX,77074,-95.503807,29.714147,United States,La Quinta
12727 Southwest Fwy,"
Stafford",TX,77477,-95.584424,29.634697,United States,La Quinta
15225 Katy Fwy,"
Houston",TX,77094,-95.651186,29.784262,United States,La Quinta
10850 Harwin Dr,"
Houston",TX,77072,-95.5584164,29.7172568,United States,La Quinta
8383 FM 1960 Rd W,"
Houston",TX,77070,-95.550371,29.95721,United States,La Quinta
105 Westchester Rd,"
Madison",AL,35758,-86.760246,34.67557,United States,La Quinta
4870 University Dr Northwest,"
Huntsville",AL,35816,-86.654157,34.737782,United States,La Quinta
124 I-45 North,"
Huntsville",TX,77340,-95.57009,30.72013,United States,La Quinta
3416 Martin Luther King Jr. Blvd,"
Longview",TX,75602,-94.716599,32.450142,United States,La Quinta
2501 South 25th East,"
Idaho Falls",ID,83406,-111.981996,43.475482,United States,La Quinta
2650 Executive Dr,"
Indianapolis",IN,46241,-86.258276,39.727076,United States,La Quinta
5316 West Southern Ave,"
Indianapolis",IN,46241,-86.250875,39.728237,United States,La Quinta
2251 Manchester Drive,"
Plainfield",IN,46168,-86.366833,39.673569,United States,La Quinta
401 E. Washington Street,"
Indianapolis",IN,46204,-86.150241,39.76692,United States,La Quinta
2349 Post Dr,"
Indianapolis",IN,46219,-86.010772,39.801926,United States,La Quinta
3880 West 92nd St,"
Indianapolis",IN,46268,-86.228111,39.919988,United States,La Quinta
5120 Victory Dr,"
Indianapolis",IN,46203,-86.080358,39.701993,United States,La Quinta
3945 W Imperial Hwy,"
Inglewood",CA,90303,-118.343289,33.931271,United States,La Quinta
204 West Frontage Rd,"
Iowa",LA,70647,-93.015651,30.251283,United States,La Quinta
14972 Sand Canyon Ave,"
Irvine",CA,92618,-117.75964,33.675935,United States,La Quinta
10 Aero Rd,"
Bohemia",NY,11716,-73.09548,40.77974,United States,La Quinta
501 South Pearson Rd,"
Pearl",MS,39208,-90.1336,32.263526,United States,La Quinta
593 E. Beasley Road,"
Jackson",MS,39206,-90.148583,32.385033,United States,La Quinta
2370 N. Highland Ave,"
Jackson",TN,38305,-88.828239,35.668846,United States,La Quinta
4686 Lenoir Ave South,"
Jacksonville",FL,32216,-81.597755,30.248193,United States,La Quinta
3199 Hartley Rd,"
Jacksonville",FL,32257,-81.628115,30.183811,United States,La Quinta
1902 South Jackson St,"
Jacksonville",TX,75766,-95.25418,31.941511,United States,La Quinta
1515 South Coast Dr,"
Costa Mesa",CA,92626,-117.920452,33.69137,United States,La Quinta
3320 South Rangeline Rd,"
Joplin",MO,64804,-94.478449,37.05306,United States,La Quinta
110 BMT Dr,"
Jourdanton",TX,78026,-98.532542,28.925651,United States,La Quinta
34 Fishermans Way,"
Jupiter",FL,33477,-80.08641,26.93488,United States,La Quinta
255 Montclair Dr,"
Kalispell",MT,59901,-114.292834,48.209704,United States,La Quinta
6901 North West 83rd St,"
Kansas City",MO,64152,-94.659977,39.244176,United States,La Quinta
9461 Lenexa Dr,"
Lenexa",KS,66215,-94.730346,38.958204,United States,La Quinta
2214 Taney St,"
N. Kansas City",MO,64116,-94.558833,39.147033,United States,La Quinta
1025 S. State Hwy. 123,"
Karnes City",TX,78118,-97.892806,28.870888,United States,La Quinta
22455 Katy Fwy,"
Katy",TX,77450,-95.761667,29.784917,United States,La Quinta
108 3rd Ave,"
Kearney",NE,68845,-99.088679,40.672163,United States,La Quinta
560 Greers Chapel Drive NW,"
Kennesaw",GA,30144,-84.568255,34.00553,United States,La Quinta
2600 South Quillan Pl,"
Kennewick",WA,99338,-119.176478,46.186018,United States,La Quinta
1940 Sidney Baker St,"
Kerrville",TX,78028,-99.12034,30.065511,United States,La Quinta
1112 South Fort Hood St,"
Killeen",TX,76541,-97.74687,31.10988,United States,La Quinta
3419 Hotel Way,"
Kingman",AZ,86409,-114.038899,35.223372,United States,La Quinta
104 May Creek Dr,"
Kingsland",GA,31548,-81.663195,30.789723,United States,La Quinta
10150 Airport Pkwy,"
Kingsport",TN,37663,-82.431179,36.505221,United States,La Quinta
2151 S Hwy 77,"
Kingsville",TX,78363,-97.844655,27.496837,United States,La Quinta
22790 Highway 59 N,"
Kingwood",TX,77339,-95.252641,30.047295,United States,La Quinta
126 Cusick Rd,"
Alcoa",TN,37701,-83.982284,35.811657,United States,La Quinta
1317 Kirby Road,"
Knoxville",TN,37909,-83.999929,35.945744,United States,La Quinta
7534 Conner Rd,"
Powell",TN,37849,-83.998219,36.051469,United States,La Quinta
7210 Saddle Rack St,"
Knoxville",TN,37914,-83.774636,35.999207,United States,La Quinta
511 Albany Dr.,"
Kokomo",IN,46901,-86.124702,40.437956,United States,La Quinta
18869 IH-35 North,"
Kyle",TX,78640,-97.847586,30.03152,United States,La Quinta
101 E. 500 N.,"
La Verkin
",UT,84745,-113.268244,37.211246,United States,La Quinta
2100 Northeast Evangeline Thruway,"
Lafayette",LA,70501,-92.013138,30.252072,United States,La Quinta
312 Meijer Drive,"
Lafayette",IN,47905,-86.81547,40.413169,United States,La Quinta
111 Hoffman Drive,"
LaGrange",GA,30241,-84.973645,33.039924,United States,La Quinta
1201 West Prien Lake Rd,"
Lake Charles",LA,70601,-93.239084,30.197927,United States,La Quinta
1008 Sampson St.,"
Westlake",LA,70669,-93.257205,30.246001,United States,La Quinta
70 Kaibab Road,"
Page",AZ,86040,-111.476297,36.90552,United States,La Quinta
4315 Lakeland Park Dr,"
Lakeland",FL,33809,-81.953759,28.096903,United States,La Quinta
1024 Lakeland Park Center Drive,"
Lakeland",FL,33809,-81.971105,28.087763,United States,La Quinta
25 Eastbrook Road,"
Ronks",PA,17572,-76.193115,40.023761,United States,La Quinta
7220 Bob Bullock Loop,"
Laredo",TX,78041,-99.444551,27.561029,United States,La Quinta
3610 Santa Ursula Ave,"
Laredo",TX,78041,-99.50325,27.532,United States,La Quinta
790 Avenida de Mesilla,"
Las Cruces",NM,88005,-106.788165,32.292339,United States,La Quinta
1500 Hickory Dr,"
Las Cruces",NM,88005,-106.787281,32.290597,United States,La Quinta
3970 Paradise Rd,"
Las Vegas",NV,89169,-115.1547,36.116843,United States,La Quinta
6560 Surrey St,"
Las Vegas",NV,89119,-115.123732,36.070515,United States,La Quinta
4288 North Nellis Blvd,"
Las Vegas",NV,89115,-115.061918,36.238003,United States,La Quinta
9570 W. Sahara Ave,"
Las Vegas",NV,89117,-115.303194,36.145679,United States,La Quinta
7101 Cascade Valley Ct,"
Las Vegas",NV,89128,-115.247738,36.211531,United States,La Quinta
4975 S. Valley View Blvd,"
Las Vegas",NV,89118,-115.190281,36.100521,United States,La Quinta
833 New Loudon Rd,"
Latham",NY,12110,-73.75967,42.7511,United States,La Quinta
1408 North West 40th ST,"
Lawton",OK,73505,-98.443393,34.624755,United States,La Quinta
5249 West Century Blvd,"
Los Angeles",CA,90045,-118.37272,33.94562,United States,La Quinta
140 Dixie Avenue,"
Lebanon",TN,37090,-86.301809,36.18129,United States,La Quinta
1308 Entrance Road,"
Leesville",LA,71446,-93.237992,31.053792,United States,La Quinta
22769 Three Notch Rd,"
California",MD,20619,-76.496884,38.292624000000004,United States,La Quinta
100 Canebrake Dr,"
Lexington",KY,40509,-84.385144,37.960743,United States,La Quinta
1920 Stanton Way,"
Lexington",KY,40511,-84.481587,38.100612,United States,La Quinta
4433 North 27th St,"
Lincoln",NE,68521,-96.683443,40.855042,United States,La Quinta
204 West Centennial Blvd,"
Lindale",TX,75771,-95.394899,32.474297,United States,La Quinta
617 South Broadway,"
Little Rock",AR,72201,-92.27588,34.74349,United States,La Quinta
4311 Warden Rd,"
North Little Rock",AR,72116,-92.220752,34.795032,United States,La Quinta
9 Crossings Court,"
Little Rock",AR,72205,-92.398227,34.726675,United States,La Quinta
408 West Commerce Dr,"
Bryant",AR,72022,-92.500573,34.620835,United States,La Quinta
7700 Southfront Rd,"
Livermore",CA,94551,-121.7006,37.71517,United States,La Quinta
402 Hwy 59 Loop South,"
Livingston",TX,77351,-94.95272,30.703468,United States,La Quinta
4832 Bill Gardner Pkwy,"
Locust Grove",GA,30248,-84.123613,33.353328,United States,La Quinta
853 S Hwy 89/91,"
Logan",UT,84321,-111.83615,41.7165,United States,La Quinta
908 East Hawkins Pkwy,"
Longview",TX,75605,-94.732051,32.546855,United States,La Quinta
20 W Pacheco Blvd,"
Los Banos",CA,93635,-120.854114,37.057219,United States,La Quinta
12400 Hwy 72 N,"
Loudon",TN,37774,-84.389969,35.732989,United States,La Quinta
4125 Preston Hwy.,"
Louisville",KY,40213,-85.727949,38.192585,United States,La Quinta
1501 Alliant Ave,"
Louisville",KY,40299,-85.536232,38.220454,United States,La Quinta
1450 Cascade Ave,"
Loveland",CO,80538,-105.130411,40.408029,United States,La Quinta
601 Ave Q,"
Lubbock",TX,79401,-101.855234,33.589956,United States,La Quinta
5006 Auburn St,"
Lubbock",TX,79416,-101.91894,33.60156,United States,La Quinta
6504 I-27 South,"
Lubbock",TX,79412,-101.845508,33.535596,United States,La Quinta
4115 Marsha Sharp Fwy,"
Lubbock",TX,79407,-101.902077,33.575905,United States,La Quinta
2119 S. 1st St,"
Lufkin",TX,75901,-94.725596,31.305239,United States,La Quinta
203 E HWY 90,"
Luling",TX,78648,-97.591238,29.655479,United States,La Quinta
104 N. LHS Dr,"
Lumberton",TX,77657,-94.218101,30.259229,United States,La Quinta
3320 Candlers Mountain Road,"
Lynchburg",VA,24502,-79.175326,37.368325,United States,La Quinta
4300 Alderwood Mall Blvd,"
Lynnwood",WA,98036,-122.29134,47.81724,United States,La Quinta
4615 Chambers Rd,"
Macon",GA,31206,-83.72213,32.807188,United States,La Quinta
3944 River Pl Dr,"
Macon",GA,31210,-83.68522,32.904598,United States,La Quinta
5217 East Terrace Dr,"
Madison",WI,53718,-89.291393,43.14345,United States,La Quinta
6950 Nova Way,"
Manassas",VA,20109,-77.519177,38.805862,United States,La Quinta
21 Front Street,"
Manchester",NH,03102,-71.472708,43.003713,United States,La Quinta
17 West 32nd St,"
New York",NY,10001,-73.98662,40.7477,United States,La Quinta
120 Stander Ave,"
Mansfield",OH,44903,-82.510474,40.694316,United States,La Quinta
1503 Breckenridge Rd,"
Mansfield",TX,76063,-97.141044,32.593238,United States,La Quinta
1524 Colony Rd,"
Ripon",CA,95366,-121.141615,37.753437,United States,La Quinta
501 Hwy 2147 West,"
Marble Falls",TX,78654,-98.277211,30.561051,United States,La Quinta
6015 East End Blvd South,"
Marshall",TX,75672,-94.360425,32.48638,United States,La Quinta
12909 I H 37,"
Mathis",TX,78368,-97.817867,28.11077,United States,La Quinta
1137 S. George Nigh Expressway,"
McAlester",OK,74501,-95.755517,34.899402,United States,La Quinta
801 S. Ware Rd,"
McAllen",TX,78501,-98.26219,26.198981,United States,La Quinta
1120 South 10th Street,"
McAllen",TX,78501,-98.233374,26.19321,United States,La Quinta
100 Mill Road,"
McDonough",GA,30253,-84.214967,33.459534,United States,La Quinta
6501 Henneman Way,"
McKinney",TX,75070,-96.699718,33.138989,United States,La Quinta
350 Bent Creek Blvd.,"
Mechanicsburg",PA,17050,-77.030107,40.253855,United States,La Quinta
4510 West New Haven Avenue,"
Melbourne",FL,32904,-80.7018781,28.0793446,United States,La Quinta
7200 George T. Edwards Dr,"
Melbourne",FL,32940,-80.721638,28.231545,United States,La Quinta
2979 Millbranch Rd,"
Memphis",TN,38116,-90.006865,35.067586,United States,La Quinta
6069 Macon Cove,"
Memphis",TN,38134,-89.861583,35.162763,United States,La Quinta
1236 Primacy Pkwy,"
Memphis",TN,38119,-89.862297,35.097984,United States,La Quinta
2839 New Brunswick Rd,"
Memphis",TN,38133,-89.781503,35.200804,United States,La Quinta
310 Union Avenue,"
Memphis",TN,38103,-90.046275,35.141925,United States,La Quinta
7007 East Expressway 83,"
Mercedes",TX,78570,-97.880405,26.159916,United States,La Quinta
800 S Allen Street,"
Meridian",ID,83642,-116.356609,43.597644,United States,La Quinta
1400 Roebuck Dr,"
Meridian",MS,39301,-88.69152,32.35028,United States,La Quinta
8210 Louisiana St,"
Merrillville",IN,46410,-87.31998,41.469543,United States,La Quinta
6530 East Superstition Springs Blvd,"
Mesa",AZ,85206,-111.69214,33.385823,United States,La Quinta
3501 NW 42nd Ave,"
Miami",FL,33142,-80.264012,25.806535,United States,La Quinta
7401 North West 36th St,"
Miami",FL,33166,-80.316887,25.809667,United States,La Quinta
8730 North West 27th St,"
Miami",FL,33172,-80.33896,25.79953,United States,La Quinta
10821 Caribbean Blvd,"
Cutler Bay",FL,33189,-80.366235,25.579371,United States,La Quinta
7925 North West 154th St,"
Miami Lakes",FL,33016,-80.329257,25.913452,United States,La Quinta
2606 North Loop 250 West,"
Midland",TX,79707,-102.155281,32.006762,United States,La Quinta
4130 West Wall St,"
Midland",TX,79703,-102.122161,31.971819,United States,La Quinta
24 Beaver St,"
Milford",MA,01757,-71.486406,42.148936,United States,La Quinta
1839 N Columbia Street,"
Milledgeville",GA,31061,-83.248516,33.104168,United States,La Quinta
7141 South 13th St,"
Oak Creek",WI,53154,-87.931743,42.914898,United States,La Quinta
5423 North Port Washington Rd,"
Glendale",WI,53217,-87.917059,43.115378,United States,La Quinta
2801 Hillside Dr,"
Delafield",WI,53018,-88.371977,43.047779,United States,La Quinta
5110 North Port Washington Rd,"
Glendale",WI,53217,-87.916214,43.109647,United States,La Quinta
15300 West Rock Ridge Rd,"
New Berlin",WI,53151,-88.10518,42.95197,United States,La Quinta
20391 West Bluemound Rd,"
Brookfield",WI,53045,-88.165616,43.034957,United States,La Quinta
7815 Nicollet Ave South,"
Bloomington",MN,55420,-93.276393,44.860576,United States,La Quinta
5151 American Blvd West,"
Bloomington",MN,55437,-93.347332,44.855762,United States,La Quinta
10420 Wayzata Blvd,"
Minnetonka",MN,55305,-93.411282,44.973954,United States,La Quinta
7011 Northland Circle,"
Brooklyn Park",MN,55428,-93.390783,45.08183,United States,La Quinta
1605 35th Avenue S. W.,"
Minot",ND,58701,-101.319525,48.198925,United States,La Quinta
805 Travis St,"
Mission",TX,78572,-98.306448,26.196839,United States,La Quinta
5059 North Reserve St,"
Missoula",MT,59808,-114.034784,46.911731,United States,La Quinta
815 South Main St,"
Moab",UT,84532,-109.547306,38.561476,United States,La Quinta
8946 Sawwood St,"
Daphne",AL,36527,-87.854061,30.666209,United States,La Quinta
"6104
Hwy 43","
Satsuma",AL,36572,-88.048151,30.870832,United States,La Quinta
5170 Motel Ct,"
Mobile",AL,36619,-88.167569,30.584474,United States,La Quinta
816 West I-65 Service Rd South,"
Mobile",AL,36609,-88.12949,30.67519,United States,La Quinta
4909 Sisk Rd,"
Salida",CA,95368,-121.07822,37.70964,United States,La Quinta
5450 27th St,"
Moline",IL,61265,-90.499052,41.456445,United States,La Quinta
1314 West I-20,"
Monahans",TX,79756,-102.907087,31.571786,United States,La Quinta
23090 Sunnymead Blvd,"
Moreno Valley",CA,92553,-117.2598,33.939646,United States,La Quinta
2018 Allison St,"
Morgan City",LA,70380,-91.18171,29.69577,United States,La Quinta
17043 Condit Rd.,"
Morgan Hill",CA,95037,-121.633076,37.133845,United States,La Quinta
5000 Gateway Drive,"
Morgantown",WV,26501,-80.013616,39.656936,United States,La Quinta
185 Warbonnet Dr,"
Moscow",ID,83843,-117.037499,46.733864,United States,La Quinta
7001 Hwy 63 North,"
Moss Point",MS,39563,-88.530419,30.442917,United States,La Quinta
5000 Clover Road,"
Mount Laurel",NJ,08054,-74.956402,39.926469,United States,La Quinta
1620 Rotan Ave,"
Mt. Pleasant",TX,75455,-95.002912,33.172034,United States,La Quinta
1701 North 32nd Street,"
Muskogee",OK,74401,-95.402952,35.766159,United States,La Quinta
4709 North Kings Hwy,"
Myrtle Beach",SC,29577,-78.84848,33.723061,United States,La Quinta
1561 21st Ave North,"
Myrtle Beach",SC,29577,-78.888858,33.714726,United States,La Quinta
1555 5th Ave South,"
Naples",FL,34102,-81.78349,26.13932,United States,La Quinta
185 Bedzel Circle,"
Naples",FL,34104,-81.687641,26.15669,United States,La Quinta
2345 Atrium Way,"
Nashville",TN,37214,-86.691236,36.155521,United States,La Quinta
531 Donelson Pike,"
Nashville",TN,37214,-86.666299,36.146574,United States,La Quinta
4207 Franklin Commons Ct,"
Franklin",TN,37067,-86.823339,35.91155,United States,La Quinta
4311 Sidco Dr,"
Nashville",TN,37204,-86.761976,36.08397,United States,La Quinta
12441 Carson St,"
Hawaiian Gardens",CA,90716,-118.066337,33.832073,United States,La Quinta
365 Hwy 46 South,"
New Braunfels",TX,78130,-98.09222,29.699459,United States,La Quinta
22025 US 59,"
New Caney",TX,77357,-95.2280169,30.1274498,United States,La Quinta
130 Limekiln Rd.,"
New Cumberland",PA,17070,-76.878702,40.214756,United States,La Quinta
400 Sargent Dr,"
New Haven",CT,06511,-72.919961,41.294035,United States,La Quinta
611A Queen City Dr,"
New Iberia",LA,70560,-91.856625,29.986721,United States,La Quinta
2610 Williams Blvd,"
Kenner",LA,70062,-90.240542,30.004417,United States,La Quinta
3100 I-10 Service Rd,"
Metairie",LA,70001,-90.154904,29.994746,United States,La Quinta
301 Camp St,"
New Orleans",LA,70130,-90.068979,29.950859,United States,La Quinta
794 East I-10 Service Rd,"
Slidell",LA,70461,-89.749417,30.28251,United States,La Quinta
5900 Veterans Memorial Blvd,"
Metairie",LA,70003,-90.205791,30.005699,United States,La Quinta
50 Terry Pkwy,"
Gretna",LA,70056,-90.039192,29.924645,United States,La Quinta
31 West 71st Street,"
New York",NY,10023,-73.977703,40.776155,United States,La Quinta
304 Belle Hill Road,"
Elkton",MD,21921,-75.803766,39.637612,United States,La Quinta
45 Southeast 32nd St,"
Newport",OR,97365,-124.049293,44.615026,United States,La Quinta
6225 Niagara Falls Blvd,"
Niagara Falls",NY,14304,-78.99289,43.089578,United States,La Quinta
1387 North Military Hwy,"
Norfolk",VA,23502,-76.210997,36.871778,United States,La Quinta
192 Newtown Rd,"
Virginia Beach",VA,23462,-76.184553,36.843641,United States,La Quinta
